HPfrb1ch02-0001	le               	LE SURVIVANT
HPfrb1ch02-1013	enfouir          	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
HPfrb1ch02-1014	mourir           	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
HPfrb1ch02-1015	pauvre           	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
HPfrb1ch02-1016	sinon            	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
HPfrb1ch02-1017	repérer          	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
HPfrb1ch02-1018	doucement        	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
HPfrb1ch02-1019	enjamber         	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
HPfrb1ch02-1020	avancer          	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
HPfrb1ch02-1021	entrée           	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
HPfrb1ch02-1022	revenir          	Avec précaution, il déposa Harry devant la porte, sortit une lettre de sa cape, la glissa entre les couvertures, puis revint vers les deux autres.
HPfrb1ch02-1023	trois            	Pendant un long moment, tous trois restèrent immobiles, côte à côte, à contempler le petit tas de couvertures.
HPfrb1ch02-1024	contempler       	Pendant un long moment, tous trois restèrent immobiles, côte à côte, à contempler le petit tas de couvertures.
HPfrb1ch02-1025	battre           	Les épaules de Hagrid tremblèrent, le professeur McGonagall battit des paupières avec frénésie et la lueur qui brillait habituellement dans le regard de Dumbledore sembla s’éteindre.
HPfrb1ch02-1026	paupière         	Les épaules de Hagrid tremblèrent, le professeur McGonagall battit des paupières avec frénésie et la lueur qui brillait habituellement dans le regard de Dumbledore sembla s’éteindre.
HPfrb1ch02-1027	frénésie         	Les épaules de Hagrid tremblèrent, le professeur McGonagall battit des paupières avec frénésie et la lueur qui brillait habituellement dans le regard de Dumbledore sembla s’éteindre.
HPfrb1ch02-1028	habituellement   	Les épaules de Hagrid tremblèrent, le professeur McGonagall battit des paupières avec frénésie et la lueur qui brillait habituellement dans le regard de Dumbledore sembla s’éteindre.
HPfrb1ch02-1029	eh               	Eh bien voilà, dit enfin Dumbledore.
HPfrb1ch02-1030	rejoindre        	Autant rejoindre les autres pour faire la fête.
HPfrb1ch02-1031	étouffer         	Oui, dit Hagrid d’une voix étouffée.
HPfrb1ch02-1032	revers           	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
HPfrb1ch02-1033	manche           	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
HPfrb1ch02-1034	ruisselant       	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
HPfrb1ch02-1035	larme            	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
HPfrb1ch02-1036	enfourcher       	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
HPfrb1ch02-1037	moteur           	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
HPfrb1ch02-1038	vrombissement    	Dans un vrombissement, la moto s’éleva dans les airs et disparut dans la nuit.
HPfrb1ch02-1039	élever           	Dans un vrombissement, la moto s’éleva dans les airs et disparut dans la nuit.
HPfrb1ch02-1040	disparaître      	Dans un vrombissement, la moto s’éleva dans les airs et disparut dans la nuit.
HPfrb1ch02-1041	réponse          	Pour toute réponse, le professeur McGonagall se moucha.
HPfrb1ch02-1042	moucher          	Pour toute réponse, le professeur McGonagall se moucha.
HPfrb1ch02-1043	volte-face       	Dumbledore fit volte-face et s’éloigna le long de la rue.
HPfrb1ch02-1044	éloigner         	Dumbledore fit volte-face et s’éloigna le long de la rue.
HPfrb1ch02-1045	actionner         	Il l’actionna une seule fois et une douzaine de boules lumineuses regagnèrent aussitôt les réverbères.
HPfrb1ch02-1046	boule            	Il l’actionna une seule fois et une douzaine de boules lumineuses regagnèrent aussitôt les réverbères.
HPfrb1ch02-1047	lumineux         	Il l’actionna une seule fois et une douzaine de boules lumineuses regagnèrent aussitôt les réverbères.
HPfrb1ch02-1048	regagner         	Il l’actionna une seule fois et une douzaine de boules lumineuses regagnèrent aussitôt les réverbères.
HPfrb1ch02-1049	aussitôt         	Il l’actionna une seule fois et une douzaine de boules lumineuses regagnèrent aussitôt les réverbères.
HPfrb1ch02-1050	baigner          	Privet Drive fut soudain baigné d’une lumière orangée et Dumbledore distingua la silhouette d’un chat tigré qui tournait l’angle de la rue.
HPfrb1ch02-1051	orangé           	Privet Drive fut soudain baigné d’une lumière orangée et Dumbledore distingua la silhouette d’un chat tigré qui tournait l’angle de la rue.
HPfrb1ch02-1052	silhouette       	Privet Drive fut soudain baigné d’une lumière orangée et Dumbledore distingua la silhouette d’un chat tigré qui tournait l’angle de la rue.
HPfrb1ch02-1053	chance           	– Bonne chance, Harry, murmura-t-il.
HPfrb1ch02-1054	bruissement      	Il se retourna et disparut dans un bruissement de cape.
HPfrb1ch02-1055	brise            	Une brise agitait les haies bien taillées de Privet Drive.
HPfrb1ch02-1056	haie             	Une brise agitait les haies bien taillées de Privet Drive.
HPfrb1ch02-1057	tailler          	Une brise agitait les haies bien taillées de Privet Drive.
HPfrb1ch02-1058	silencieux       	La rue était propre et silencieuse sous le ciel d’encre.
HPfrb1ch02-1059	encre            	La rue était propre et silencieuse sous le ciel d’encre.
HPfrb1ch02-1060	extraordinaire   	Jamais on n’aurait imaginé que des événements extraordinaires puissent se dérouler dans un tel endroit.
HPfrb1ch02-1061	dérouler         	Jamais on n’aurait imaginé que des événements extraordinaires puissent se dérouler dans un tel endroit.
HPfrb1ch02-1062	refermer         	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
HPfrb1ch02-1063	poser            	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
HPfrb1ch02-1064	exceptionnel     	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
HPfrb1ch02-1065	cri              	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
HPfrb1ch02-1066	bouteille        	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
HPfrb1ch02-1067	lait             	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
HPfrb1ch02-1068	semaine          	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
HPfrb1ch02-1069	piquer           	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
HPfrb1ch02-1070	pincer           	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
HPfrb1ch02-1071	cousin           	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
HPfrb1ch02-1072	davantage        	Il ne savait pas davantage qu’en ce moment même, des gens s’étaient rassemblés en secret dans tout le pays et qu’ils levaient leur verre en murmurant : « À la santé de Harry Potter. Le survivant ! »
HPfrb1ch02-1073	rassembler       	Il ne savait pas davantage qu’en ce moment même, des gens s’étaient rassemblés en secret dans tout le pays et qu’ils levaient leur verre en murmurant : « À la santé de Harry Potter. Le survivant ! »
HPfrb1ch02-1074	verre            	Il ne savait pas davantage qu’en ce moment même, des gens s’étaient rassemblés en secret dans tout le pays et qu’ils levaient leur verre en murmurant : « À la santé de Harry Potter. Le survivant ! »
HPfrb1ch02-1075	santé            	Il ne savait pas davantage qu’en ce moment même, des gens s’étaient rassemblés en secret dans tout le pays et qu’ils levaient leur verre en murmurant : « À la santé de Harry Potter. Le survivant ! »
HPfrb1ch02-1076	survivant        	Il ne savait pas davantage qu’en ce moment même, des gens s’étaient rassemblés en secret dans tout le pays et qu’ils levaient leur verre en murmurant : « À la santé de Harry Potter. Le survivant ! »
